,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
391,391,391,Energia Sierra Juarez U.S. Transmission Line Project Construction Operation Maintenance and Connection of either 230-kilovolt or a 500-kilovolt Electric Transmission Line Crossing U.S.- Mexico Border Presidential Permit Approval San Diego County CA,Final,7/27/12,6/8/12,Department of Energy,CA,EisDocuments-76960;CommentLetters-76960,DoE,EisDocuments-76960,doe,Department of Energy
392,392,392,Energy Gateway South Powerline (EGS),Final,2/8/17,1/13/17,Forest Service,UT,EisDocuments-226576,FS,EisDocuments-226576,fs,Forest Service
393,393,393,Energy Gateway South Transmission Project,Draft,5/16/14,2/21/14,Forest Service,UT,EisDocuments-87932,FS,EisDocuments-87932,fs,Forest Service
394,394,394,Energy Gateway South Transmission Project,Final,6/7/16,5/13/16,Bureau of Land Management,Multi,EisDocuments-207986;CommentLetters-207986,BoLM,EisDocuments-207986,bolm,Bureau of Land Management
395,395,395,Energy Gateway South Transmission Project and Land-use Plan Amendments,Draft,5/16/14,2/21/14,Bureau of Land Management,WY,EisDocuments-87934;CommentLetters-87934,BoLM,EisDocuments-87934,bolm,Bureau of Land Management
396,396,396,Enhancing Protections for Hawaiian Spinner Dolphins to Prevent Disturbance,Draft,10/20/16,8/26/16,National Oceanic and Atmospheric Administration,HI,EisDocuments-216328;CommentLetters-216328,NOaAA,EisDocuments-216328,noaaa,National Oceanic and Atmospheric Administration
397,397,397,Environmental Impact Statement (EIS) for the Barton Springs/Edwards Aquifer Conservation District Habitat Conservation Plan,Final,8/7/18,7/13/18,Fish and Wildlife Service,TX,EisDocuments-253101;CommentLetters-253101,FaWS,EisDocuments-253101,faws,Fish and Wildlife Service
398,398,398,Environmental Impact Statement for an Early Site Permit (ESP) at the Clinch River Nuclear Site: Draft Report for Comment,Draft,6/14/18,4/27/18,Nuclear Regulatory Commission,Multi,EisDocuments-248360;CommentLetters-248360,NRC,EisDocuments-248360,nrc,Nuclear Regulatory Commission
399,399,399,Eufaula Lake Shoreline Management Plan Revision and Master Plan Supplement Pittsburg McIntosh Haskell Latimer Muskogee and Okmulgee Counties OK,Draft,1/17/13,12/7/12,U.S. Army Corps of Engineers,OK,EisDocuments-84601;CommentLetters-84601,UACoE,EisDocuments-84601,uacoe,US Army Corps of Engineers
400,400,400,Everglades Agricultural Area A-1 Shallow Flow Equalization Basin,Draft,4/5/13,2/22/13,U.S. Army Corps of Engineers,FL,EisDocuments-87806;CommentLetters-87806,UACoE,EisDocuments-87806,uacoe,US Army Corps of Engineers
401,401,401,Everglades Agricultural Area A-1 Shallow Flow Equalization Basin,Final,8/5/13,7/5/13,U.S. Army Corps of Engineers,FL,EisDocuments-87863;CommentLetters-87863,UACoE,EisDocuments-87863,uacoe,US Army Corps of Engineers
402,402,402,Everglades National Park Draft General Management Plan/East Everglades Wilderness Study,Draft,4/15/13,3/1/13,National Park Service,FL,EisDocuments-88394;CommentLetters-88394,NPS,EisDocuments-88394,nps,National Park Service
403,403,403,Exchequer Restoration Project,Final,0,7/20/18,Forest Service,CA,EisDocuments-253812,FS,EisDocuments-253812,fs,Forest Service
404,404,404,Experimental Removal of Barred Owls to Benefit Threatened Northern Spotted Owls,Final,8/26/13,7/26/13,Fish and Wildlife Service,WA,EisDocuments-88398,FaWS,EisDocuments-88398,faws,Fish and Wildlife Service
405,405,405,F-15 Aircraft Conversion 144th Fighter Wing California Air National Guard Fresno-Yosemite International Airport,Final,3/25/13,3/1/13,United States Air Force,CA,EisDocuments-87989,USAF,EisDocuments-87989,usaf,United States Air Force
406,406,406,F-35 Beddown at Eglin Air Force Base,Final Supplement,3/31/14,2/28/14,United States Air Force,FL,EisDocuments-87935;CommentLetters-87935,USAF,EisDocuments-87935,usaf,United States Air Force
407,407,407,F-35 Beddown at Eglin Air Force Base,Revised Draft,7/29/13,6/14/13,United States Air Force,FL,EisDocuments-87992;CommentLetters-87992,USAF,EisDocuments-87992,usaf,United States Air Force
408,408,408,F-35A Operational Beddown - Pacific,Final Supplement,10/16/17,10/6/17,United States Air Force,AK,EisDocuments-239781;CommentLetters-239781,USAF,EisDocuments-239781,usaf,United States Air Force
409,409,409,F-35A Training Basing To Base a Pilot Training Center with the Beddown of F-35A Training Aircraft at four Alternative Bases Boise AGS Holloman AFD Luke AFB and Tucson AGS ID AZ NM,Final,7/5/12,6/15/12,United States Air Force,0,EisDocuments-84595,USAF,EisDocuments-84595,usaf,United States Air Force
410,410,410,Fagatele Bay National Marine Sanctuary Management Plan Implementation Tutuila Island American Samoa,Final,6/28/12,6/22/12,National Oceanic and Atmospheric Administration,AS,EisDocuments-81172,NOaAA,EisDocuments-81172,noaaa,National Oceanic and Atmospheric Administration
411,411,411,Fall River West and Oglala Geographic Areas Allotment Mangement Planning Pine Ridge and Fall Ranger Districts Nebraska National Forest Dawes and Sioux Counties NE and Fall River County SD,Draft,8/15/12,7/20/12,Forest Service,NE,EisDocuments-87178,FS,EisDocuments-87178,fs,Forest Service
412,412,412,Fallon Range Training Complex Modernization,Draft,0,11/16/18,United States Navy,NV,EisDocuments-261687,USN,EisDocuments-261687,usn,United States Navy
413,413,413,Feather River West Levee Project Final 408 Permission,Final,7/10/13,6/14/13,U.S. Army Corps of Engineers,CA,EisDocuments-87859;CommentLetters-87859,UACoE,EisDocuments-87859,uacoe,US Army Corps of Engineers
414,414,414,Feather River West Levee Project To Reduce Flood Risk in the Sutter Basin Sutter and Butte Counties CA,Draft,2/11/13,12/31/12,U.S. Army Corps of Engineers,CA,EisDocuments-84606;CommentLetters-84606,UACoE,EisDocuments-84606,uacoe,US Army Corps of Engineers
415,415,415,Federal Bureau of Investigation Central Records Complex,Final Supplement,0,1/15/16,General Services Administration,VA,EisDocuments-185622;CommentLetters-185622,GSA,EisDocuments-185622,gsa,General Services Administration
416,416,416,Federal Coal Lease Modifications COC-1362 and COC 67232 Adding 800 and 921 Additional Acres Paonia Ranger District Grand Mesa Uncompahgre and Gunnison National Forests Gunnison County CO,Draft,7/9/12,5/25/12,Forest Service,CO,EisDocuments-87137;CommentLetters-87137,FS,EisDocuments-87137,fs,Forest Service
417,417,417,Federal Way Link Extension,Draft,5/26/15,4/10/15,Federal Transit Administration,WA,EisDocuments-89317;CommentLetters-89317,FTA,EisDocuments-89317,fta,Federal Transit Administration
418,418,418,Feral Swine Damage Management - A National Approach,Final,0,6/12/15,Animal and Plant Health Inspection Service,NAT,EisDocuments-169258,AaPHIS,EisDocuments-169258,aaphis,Animal and Plant Health Inspection Service
419,419,419,Feral Swine Damage Management: A National Approach,Draft,2/9/15,12/19/14,Animal and Plant Health Inspection Service,0,EisDocuments-89154;CommentLetters-89154,AaPHIS,EisDocuments-89154,aaphis,Animal and Plant Health Inspection Service
420,420,420,Ferguson Slide Permanent Restoration Project,Final,2/20/14,2/7/14,Federal Highway Administration,CA,EisDocuments-87833,FHA,EisDocuments-87833,fha,Federal Highway Administration
421,421,421,Ferguson Slide Permanent Restoration Project,Revised Draft,9/25/13,7/26/13,Department of Transportation,CA,EisDocuments-87901;CommentLetters-87901,DoT,EisDocuments-87901,dot,Department of Transportation
422,422,422,Figure Eight Island Inlet and Shoreline Management Project Terminal Groin Installation and Supplemental Beach Nourishment Implementation New Hanover County NC,Draft,6/28/12,5/25/12,U.S. Army Corps of Engineers,NC,EisDocuments-84530;CommentLetters-84530,UACoE,EisDocuments-84530,uacoe,US Army Corps of Engineers
423,423,423,"Figure Eight Island Shoreline Management Project- Figure Eight Island, North Carolina",Draft Supplement,9/14/15,7/10/15,U.S. Army Corps of Engineers,NC,EisDocuments-172215;CommentLetters-172215,UACoE,EisDocuments-172215,uacoe,US Army Corps of Engineers
424,424,424,Final Amendment 5b to the 2006 Consolidated Atlantic Highly Migratory Species Fishery Management Plan,Final,3/20/17,2/24/17,National Marine Fisheries Service,Multi,EisDocuments-228261;CommentLetters-228261,NMFS,EisDocuments-228261,nmfs,National Marine Fisheries Service
425,425,425,Final Duwamish River NRDA PEIS and Restoration Plan,Final,7/12/13,7/5/13,National Oceanic and Atmospheric Administration,WA,EisDocuments-88384,NOaAA,EisDocuments-88384,noaaa,National Oceanic and Atmospheric Administration
426,426,426,Final Environmental Impact Statement For Issuing Annual Catch Limits To The Alaska Eskimo Whaling Commission For A Subsistence Hunt On Bowhead Whales For The Years 2019 And Beyond,Final,0,11/16/18,National Marine Fisheries Service,Multi,EisDocuments-261064,NMFS,EisDocuments-261064,nmfs,National Marine Fisheries Service
427,427,427,Final Environmental Impact Statement for Glade Rangeland Management,Final,6/4/18,5/11/18,Forest Service,CO,EisDocuments-249341,FS,EisDocuments-249341,fs,Forest Service
428,428,428,"Final Environmental Impact Statement for Multiple Projects in Support of Marine Barracks Washington, D.C.",Final,12/20/17,12/1/17,United States Marine Corps,DC,EisDocuments-242217;CommentLetters-242217,USMC,EisDocuments-242217,usmc,United States Marine Corps
429,429,429,Final Environmental Impact Statement for Site Acquisition and Campus Consolidation for NIOSH,Final,8/16/18,7/20/18,Department of Health and Human Services,OH,EisDocuments-253392;CommentLetters-253392,DoHaHS,EisDocuments-253392,dohahs,Department of Health and Human Services
430,430,430,Final Environmental Impact Statement for the Enefit American Oil Utility Corridor Project,Final,7/9/18,5/25/18,Bureau of Land Management,UT,EisDocuments-250081;CommentLetters-250081,BoLM,EisDocuments-250081,bolm,Bureau of Land Management
431,431,431,Final Environmental Impact Statement/Environmental Impact Report for the South Sacramento Habitat Conservation Plan,Final,6/21/18,5/21/18,Fish and Wildlife Service,CA,EisDocuments-249582;CommentLetters-249582,FaWS,EisDocuments-249582,faws,Fish and Wildlife Service
432,432,432,Final Integrated City of Norfolk Coastal Storm Risk Management Feasibility Study,Final,0,11/16/18,U.S. Army Corps of Engineers,VA,EisDocuments-261959,UACoE,EisDocuments-261959,uacoe,US Army Corps of Engineers
433,433,433,"Final Integrated Feasibility Report and Environmental Impact Statement for the Houma Navigational Canal Deepening Project, Terrebonne Parish, Louisiana",Draft,10/30/17,9/15/17,Department of Transportation,LA,EisDocuments-238869;CommentLetters-238869,DoT,EisDocuments-238869,dot,Department of Transportation
434,434,434,Final Programmatic Environmental Impact Statement for Revision of the Coronado National Forest Land and Resource Management Plan,Final,0,6/22/18,Forest Service,Multi,EisDocuments-251601,FS,EisDocuments-251601,fs,Forest Service
435,435,435,Final Supplemental Environmental Statement for the Proposed Amendment to the Endangered Species Act 10(a)(1)(B) Permit Associated with the Montana Department of Natural Resources and Conservation Forested State Trust Lands Habitat Conservation Plan,Final Supplement,6/11/18,5/25/18,Fish and Wildlife Service,MT,EisDocuments-250131,FaWS,EisDocuments-250131,faws,Fish and Wildlife Service
436,436,436,"Fire Island Inlet to Montauk Point, New York Combined Beach Erosion Control and Hurricane Protection Project",Draft,0,7/29/16,U.S. Army Corps of Engineers,NY,EisDocuments-212495;CommentLetters-212495,UACoE,EisDocuments-212495,uacoe,US Army Corps of Engineers
437,437,437,Fire Island National Seashore Draft White-tailed Deer Management Plan,Draft,10/8/14,8/8/14,National Park Service,NY,EisDocuments-87953;CommentLetters-87953,NPS,EisDocuments-87953,nps,National Park Service
438,438,438,Fire Island National Seashore Final White-tailed Deer Management Plan,Final,0,1/8/16,National Park Service,NY,EisDocuments-185189,NPS,EisDocuments-185189,nps,National Park Service
439,439,439,Fire Island National Seashore General Management Plan,Draft,9/3/15,6/19/15,National Park Service,NY,EisDocuments-169521;CommentLetters-169521,NPS,EisDocuments-169521,nps,National Park Service
440,440,440,Fire Island National Seashore General Management Plan,Final,11/18/16,10/21/16,National Park Service,NY,EisDocuments-218676;CommentLetters-218676,NPS,EisDocuments-218676,nps,National Park Service
441,441,441,Fishery Management Plan for Regulating Offshore Marine Aquaculture in the Gulf of Mexico,Draft Supplement,4/3/14,2/14/14,National Marine Fisheries Service,Multi,EisDocuments-87878;CommentLetters-87878,NMFS,EisDocuments-87878,nmfs,National Marine Fisheries Service
442,442,442,Fishlake National Forest Oil and Gas Leasing Analysis Project,Final,10/21/13,9/13/13,Forest Service,UT,EisDocuments-88197;CommentLetters-88197,FS,EisDocuments-88197,fs,Forest Service
443,443,443,Flagstaff Watershed Protection Project,Draft,8/18/14,7/3/14,Forest Service,AZ,EisDocuments-87839;CommentLetters-87839,FS,EisDocuments-87839,fs,Forest Service
444,444,444,Flagstaff Watershed Protection Project,Final,7/28/15,7/2/15,Forest Service,AZ,EisDocuments-172028;CommentLetters-172028,FS,EisDocuments-172028,fs,Forest Service
445,445,445,"Flathead National Forest Plan Revision and Northern Continental Divide Ecosystem Grizzly Bear Conservation Strategy Forest Plan Amendments to the Lolo, Helena, Lewis & Clark, and Kootenai National Forests",Draft,10/3/16,6/3/16,Forest Service,MT,EisDocuments-209119;CommentLetters-209119,FS,EisDocuments-209119,fs,Forest Service
446,446,446,Flint Foothills Vegetation Management Project,Final,7/19/16,6/24/16,Forest Service,MT,EisDocuments-210558,FS,EisDocuments-210558,fs,Forest Service
447,447,447,Flint Foothills Vegetation Management Project Beaverhead-Deerlodge National Forest Pintler Ranger District Granite and Powell Counties Mt,Draft,11/19/12,10/19/12,Forest Service,MT,EisDocuments-86777;CommentLetters-86777,FS,EisDocuments-86777,fs,Forest Service
448,448,448,Floating Houses Policy Review,Draft,0,6/19/15,Tennessee Valley Authority,Multi,EisDocuments-169854;CommentLetters-169854,TVA,EisDocuments-169854,tva,Tennessee Valley Authority
449,449,449,Floating Houses Policy Review,Final,3/17/16,2/26/16,Tennessee Valley Authority,Multi,EisDocuments-203996;CommentLetters-203996,TVA,EisDocuments-203996,tva,Tennessee Valley Authority
450,450,450,Flower Garden Banks National Marine Sanctuary Boundary Expansion: Draft Environmental Impact Statement,Draft,8/17/16,6/10/16,National Oceanic and Atmospheric Administration,Multi,EisDocuments-209747;CommentLetters-209747,NOaAA,EisDocuments-209747,noaaa,National Oceanic and Atmospheric Administration
451,451,451,Folsom Dam Modification Project Approach Channel Providing New or Additional Information on the Design and Means to Construct the Auxiliary Spillway Approach Channel Placer and El Dorado Counties CA,Final Supplement,1/18/13,12/31/12,U.S. Army Corps of Engineers,CA,EisDocuments-84605,UACoE,EisDocuments-84605,uacoe,US Army Corps of Engineers
452,452,452,Folsom Dam Raise Project,Draft Supplement,9/16/16,7/22/16,U.S. Army Corps of Engineers,CA,EisDocuments-211941;CommentLetters-211941,UACoE,EisDocuments-211941,uacoe,US Army Corps of Engineers
453,453,453,Foreign Missions Center at the Former Walter Reed Army Medical Center,Draft,3/31/14,2/7/14,Department of State,DC,EisDocuments-87831;CommentLetters-87831,DoS,EisDocuments-87831,dos,Department of State
454,454,454,Foreign Missions Center at the Former Walter Reed Army Medical Center,Final,12/18/17,11/17/17,Department of State,DC,EisDocuments-241769;CommentLetters-241769,DoS,EisDocuments-241769,dos,Department of State
455,455,455,Fort Belvoir Short-Term Projects and Real Property Master Plan Update,Final,0,10/2/15,United States Army,VA,EisDocuments-177581;CommentLetters-177581,USA,EisDocuments-177581,usa,United States Army
456,456,456,Fort Matanzas National Monument Final General Management Plan,Final,7/14/14,6/13/14,National Park Service,FL,EisDocuments-87742;CommentLetters-87742,NPS,EisDocuments-87742,nps,National Park Service
457,457,457,Fort Pulaski National Monument General Management Plan and Wilderness Study,Final,8/26/13,7/26/13,National Park Service,GA,EisDocuments-88445;CommentLetters-88445,NPS,EisDocuments-88445,nps,National Park Service
458,458,458,Fort Raleigh National Historic Site Draft General Management Plan,Draft,6/4/13,4/5/13,National Park Service,NC,EisDocuments-88439;CommentLetters-88439,NPS,EisDocuments-88439,nps,National Park Service
459,459,459,Fort Raleigh National Historic Site General Management Plan,Final,4/14/14,3/14/14,National Park Service,NC,EisDocuments-88008;CommentLetters-88008,NPS,EisDocuments-88008,nps,National Park Service
460,460,460,Fort Wainwright Disposition of Hangars 2 and 3,Draft,8/5/13,6/21/13,United States Army,AK,EisDocuments-87764;CommentLetters-87764,USA,EisDocuments-87764,usa,United States Army
